lead_id,created_at,customer_id,company_name_raw,industry_raw,province_raw,source_channel_raw,campaign_id,product_interest_id,inquiry_type,company_size_band,pages_viewed_30d,form_completeness_pct,requested_quote_flag,requested_sample_flag,budget_status,purchase_timeline_days,assigned_sales_id,lifecycle_status_raw,lost_reason_raw,expected_value_vnd,email,phone
L000426,2025-05-21 10:33:00,C0081,Bio Precision Co Ltd,Electronics,BinhDuong,Organic Search,MC005,P011,Product Recommendation,250-999,8,86,1,0,Under Review,14,E101,Qualified,Competitor,4620000.0,,0941060974
L000427,2025-05-22 10:40:00,C0010,Scientific Industrial Co Ltd,Industrial Manufacturing,Ho Chi Minh City,Organic Search,MC005,P001,Sample Request,50-249,2,89,1,0,Unknown,30,E103,Qualified,Price,24950000.0,scientific39@company.vn,0993405103
L000428,2025-05-26 14:51:00,C0016,Lab Advanced Co Ltd,Food & Beverage,Dong Nai,Organic Search,MC005,P004,Product Recommendation,50-249,3,100,1,0,Under Review,60,E101,Won,,25950000.0,lab40@company.vn,0946263104
L000429,2025-05-27 10:37:00,C0001,Green Asia Vietnam,Food & Beverage,Ho Chi Minh City,Organic Search,MC005,P004,Stock Check,50-249,1,72,1,0,Approved,60,E102,Disqualified,No Budget,35080000.0,green41@company.vn,0990097819
L000430,2025-06-06 16:00:00,C0026,Precision Lab JSC,Trading Company,Dong Nai,Organic Search,MC005,P023,Sample Request,50-249,1,100,0,0,Approved,30,E103,Won,,125000000.0,precision42@company.vn,0961550782
L000431,2025-06-12 10:37:00,C0088,Health Scientific Vietnam,Cleanroom contractor,Ho Chi Minh City,Organic Search,MC005,P021,Distributor Inquiry,250-999,4,76,0,1,Under Review,60,E102,Won,,5660000.0,health43@company.vn,0979344071
L000432,2025-06-24 09:54:00,C0051,Solutions Bio Factory,Electronics,Ho Chi Minh City,Organic Search,MC005,P001,Sample Request,50-249,1,92,0,1,No Budget,180,E102,Qualified,No Budget,18530000.0,solutions44@company.vn,0940790582
L000433,2025-06-24 15:07:00,C0105,Nova Industrial Factory,Electronics,Hai Phong,Organic Search,MC005,P001,Sample Request,50-249,7,53,0,0,Unknown,14,E101,Disqualified,No Budget,33410000.0,nova45@company.vn,0968873248
L000434,2025-07-01 17:16:00,C0036,Scientific Advanced Vietnam,Pharmaceutical,Dong Nai,Organic Search,MC005,P001,Technical Inquiry,50-249,3,57,0,0,Under Review,90,E101,Quoted,Competitor,13290000.0,scientific46@company.vn,0946488368
L000435,2025-07-22 13:38:00,C0011,Asia Vietnam JSC,Pharmaceutical,Ho Chi Minh City,Organic Search,MC005,P007,Price Request,250-999,5,91,0,0,No Budget,60,E103,Quoted,Price,3600000.0,asia47@company.vn,0951707275
L000436,2025-08-01 14:31:00,C0026,Precision Lab JSC,Distributor,Dong Nai,Organic Search,MC005,P001,Distributor Inquiry,50-249,5,75,0,0,Approved,7,E102,Disqualified,No Budget,5570000.0,precision48@company.vn,0998618487
L000437,2025-09-09 16:28:00,C0002,Scientific Advanced Vietnam,Food & Beverage,Ha Noi,Organic Search,MC005,P018,Technical Inquiry,1000+,3,67,1,0,No Budget,90,E101,Disqualified,Not ICP,4870000.0,scientific49@company.vn,0964146927
L000438,2025-09-23 09:07:00,C0113,Vietnam Asia JSC,Pharmaceutical,Dong Nai,Organic Search,MC005,P006,Price Request,50-249,7,72,0,0,No Budget,30,E101,Quoted,Competitor,4310000.0,vietnam50@company.vn,0997071706
L000439,2025-09-25 16:30:00,C0086,Clean Vietnam JSC,Medical Device,Binh Duong,organic,MC005,P004,Price Request,50-249,2,91,1,0,Under Review,30,E102,Qualified,Lead Time,20310000.0,clean51@company.vn,0950161792
L000440,2025-10-04 11:27:00,,Bio Precision JSC,Electronics,Dong Nai,Organic Search,MC005,P003,Price Request,50-249,3,79,1,0,Under Review,60,E101,Disqualified,Outside Scope,7520000.0,bio52@company.vn,0936071349
L000441,2025-10-21 11:30:00,C0002,Scientific Advanced Vietnam,Food & Beverage,Ha Noi,Organic Search,MC005,P001,Price Request,1000+,5,71,0,1,Approved,30,E101,Won,,37530000.0,scientific53@company.vn,0913385893
L000442,2025-10-24 10:15:00,C0126,Precision Industrial Co Ltd,Medical Device,Ho Chi Minh City,Organic Search,MC005,P001,Distributor Inquiry,250-999,6,74,1,0,Approved,14,E101,Disqualified,No Response,23820000.0,precision54@company.vn,0929711826
L000443,2025-10-27 15:22:00,C0097,Vietnam Scientific Vietnam,Industrial Manufacturing,Dong Nai,Organic Search,MC005,P005,Distributor Inquiry,1000+,2,98,1,1,Approved,14,E101,Won,,46670000.0,vietnam55@company.vn,0922648777
L000444,2025-11-09 16:08:00,,Clean Health Vietnam,Pharmaceutical,Bac Ninh,Organic Search,MC005,P001,Distributor Inquiry,50-249,2,86,1,0,Approved,30,E102,Qualified,Lead Time,17100000.0,clean56@company.vn,0981547862
L000445,2025-11-18 17:44:00,C0001,Green Asia Vietnam,Food & Beverage,Ho Chi Minh City,Organic Search,MC005,P009,Product Recommendation,50-249,4,67,0,1,Under Review,180,E103,Qualified,Competitor,8400000.0,green57@company.vn,0978063301
L000446,2025-11-19 08:29:00,C0011, Asia Vietnam JSC  ,Pharmaceutical,Ho Chi Minh City,Organic Search,MC005,P001,Stock Check,250-999,6,77,0,0,Under Review,60,E103,Qualified,Lead Time,11100000.0,asia58@company.vn,0967282506
L000447,2025-11-20 13:53:00,C0011,Asia Vietnam JSC,Pharmaceutical,Ho Chi Minh City,Organic Search,MC005,P021,Distributor Inquiry,250-999,1,68,0,0,Under Review,60,E102,Disqualified,No Response,1100000.0,asia59@company.vn,0931211885
L000448,2025-11-21 08:31:00,C0002,Scientific Advanced Vietnam,Food & Beverage,Ha Noi,Organic Search,MC005,P024,Product Recommendation,1000+,3,75,0,0,Under Review,90,E101,Won,,234360000.0,,0995867212
L000449,2025-11-24 10:55:00,C0022,Bio Green Factory,Electronics,Ha Noi,Organic Search,MC005,P001,Sample Request,50-249,3,74,1,0,Under Review,180,E101,Disqualified,No Budget,20470000.0,bio61@company.vn,0933713783
L000450,2025-11-26 08:57:00,C0034,Green Lab Co Ltd,Medical Devices,Da Nang,Organic Search,MC005,P002,Price Request,50-249,2,87,1,0,Unknown,14,E102,Qualified,Price,16070000.0,green62@company.vn,0989440410
L000451,2025-11-27 17:43:00,C0091,Advanced Lab Factory,Food & Beverage,Dong Nai,Organic Search,MC005,P003,Sample Request,1000+,4,84,1,0,Approved,7,E103,Qualified,Price,23420000.0,advanced63@company.vn,0943490184
L000452,2025-12-05 10:35:00,C0010,Scientific Industrial Co Ltd,Industrial Manufacturing,Ho Chi Minh City,Organic Search,MC005,P007,Sample Request,50-249,9,72,0,0,No Budget,60,E102,Disqualified,No Budget,8560000.0,scientific64@company.vn,0952493542
L000453,2025-12-08 11:37:00,C0033,Precision Clean Co Ltd,Pharma,Ha Noi,Organic Search,MC005,P004,Distributor Inquiry,50-249,4,75,1,0,Approved,90,E101,Disqualified,No Response,17110000.0,precision65@company.vn,0978736537
L000454,2025-12-12 13:48:00,C0044,Scientific Industrial Factory,Pharmaceutical,BinhDuong,Organic Search,MC005,P028,Price Request,10-49,8,53,0,0,Approved,60,E103,Quoted,No Budget,81410000.0,,0991028785
L000455,2025-12-15 11:50:00,C0007,Nova Pharma Co Ltd,Medical Device,HCMC,Organic Search,MC005,P001,Technical Inquiry,50-249,4,91,0,0,Unknown,14,E102,Won,,32120000.0,nova67@company.vn,0987363378
L000456,2025-12-25 15:24:00,C0006,Lab Industrial JSC,Pharmaceutical,Ho Chi Minh City,organic,MC005,P024,Distributor Inquiry,50-249,4,77,1,0,Under Review,90,E102,Disqualified,No Response,203180000.0,lab68@company.vn,0910048098
L000457,2026-01-02 10:06:00,C0034,Green Lab Co Ltd,Medical Device,Da Nang,Organic Search,MC005,P002,Sample Request,50-249,3,80,1,0,Under Review,30,E102,Qualified,No Response,8760000.0,,0993078590
L000458,2026-01-02 09:09:00,C0067,Advanced Manufacturing Vietnam,Food & Beverage,Ha Noi,Organic Search,MC005,P001,Distributor Inquiry,50-249,7,59,0,0,No Budget,30,E101,Quoted,Price,23310000.0,advanced70@company.vn,0952828495
L000459,2026-01-17 12:44:00,C0007,Nova Pharma Co Ltd,Medical Devices,Ho Chi Minh City,Organic Search,MC005,P025,Distributor Inquiry,50-249,1,91,1,0,Unknown,14,E101,Disqualified,Not ICP,161110000.0,nova71@company.vn,0960401662
L000460,2026-01-20 15:56:00,C0116,Green Bio Co Ltd,Trading Company,Ho Chi Minh City,Organic Search,MC005,P023,Technical Inquiry,10-49,3,81,1,0,Unknown,60,E103,Disqualified,No Response,25250000.0,green72@company.vn,0964678806
L000461,2026-01-21 17:01:00,C0022,Bio Green Factory,Electronics,HA NOI,Organic Search,MC005,P003,Stock Check,50-249,6,79,1,0,Approved,90,E103,Quoted,No Budget,10560000.0,bio73@company.vn,0936469347
L000462,2026-01-22 14:27:00,C0053,Health Lab JSC,Pharmaceutical,Bac Ninh,Organic Search,MC005,P004,Price Request,10-49,7,94,1,0,Under Review,7,E102,Disqualified,No Budget,34900000.0,health74@company.vn,0966523497
L000463,2026-01-27 09:37:00,C0034,Green Lab Co Ltd,Medical Device,Da Nang,Organic Search,MC005,P005,Sample Request,50-249,5,99,1,0,Unknown,14,E102,Won,,14700000.0,green75@company.vn,0995852436
L000464,2026-02-01 16:42:00,C0023, Bio Precision JSC  ,Electronics,dong nai,Organic Search,MC005,P001,Stock Check,50-249,6,86,0,0,Approved,90,E101,Qualified,No Response,15250000.0,,0921932529
L000465,2026-02-07 15:20:00,C0042,Bio Health Co Ltd,Pharmaceutical,Ha Noi,Organic Search,MC005,P001,Stock Check,50-249,6,90,0,0,Unknown,60,E101,Disqualified,No Response,32570000.0,bio77@company.vn,0953408448
L000466,2026-03-01 13:17:00,C0081,Bio Precision Co Ltd,Electronics,Binh Duong,Organic Search,MC005,P003,Stock Check,250-999,5,77,0,1,Approved,14,E102,Qualified,Lead Time,23720000.0,bio78@company.vn,0915402982
L000467,2025-01-28 12:21:00,C9032,Precision Clean Co Ltd,Pharmaceutical,HA NOI,Organic Search,MC006,P016,Product Recommendation,50-249,3,81,1,0,No Budget,30,E103,Disqualified,Outside Scope,17580000.0,precision79@company.vn,0919936239
L000468,2025-02-04 14:24:00,C0015,Lab Green Co Ltd,Trading Company,Ha Noi,Organic Search,MC006,P005,Price Request,50-249,4,90,0,0,Approved,30,E101,Disqualified,No Budget,10670000.0,lab80@company.vn,0932556487
L000469,2025-02-21 09:26:00,C0146,Nova Green Co Ltd,Industrial Manufacturing,Dong Nai,Organic Search,MC006,P021,Sample Request,10-49,4,73,1,0,Unknown,60,E103,Disqualified,No Budget,4430000.0,nova81@company.vn,0919649740
L000470,2025-02-24 11:39:00,C0041,Solutions Industrial Factory,pharmaceutical,Ho Chi Minh City,Organic Search,MC006,P001,Sample Request,50-249,5,75,1,1,Approved,30,E101,Qualified,Lead Time,34870000.0,solutions82@company.vn,0972876441
L000471,2025-03-01 08:55:00,C0015,Lab Green Co Ltd,Trading Company,Ha Noi,Organic Search,MC006,P015,Sample Request,50-249,3,100,0,0,Unknown,60,E103,Qualified,No Budget,7740000.0,lab83@company.vn,0986377330
L000472,2025-03-10 16:19:00,,Vietnam Tech Vietnam,Industrial Mfg,Ha Noi,Organic Search,MC006,P002,Product Recommendation,250-999,6,79,1,1,Approved,14,E101,Won,,20120000.0,vietnam84@company.vn,0986476056
L000473,2025-03-21 11:30:00,C0171,Manufacturing Precision Factory,Trading Company,DongNai,Organic Search,MC006,P022,Product Recommendation,10-49,8,100,0,0,Approved,30,E103,Won,,66080000.0,manufacturing85@company.vn,0978047036
L000474,2025-03-21 16:31:00,C0003,Vietnam Green Vietnam,Medical Device,Ho Chi Minh City,Organic Search,MC006,P002,Technical Inquiry,10-49,3,67,1,0,Unknown,30,E102,Disqualified,No Budget,6070000.0,vietnam86@company.vn,0976644815
L000475,2025-04-07 13:03:00,C0032,Bio Industrial Vietnam,Industrial Manufacturing,Ho Chi Minh City,Organic Search,MC006,P001,Sample Request,50-249,5,79,0,1,Approved,30,E102,Disqualified,Student/Research,11250000.0,bio87@company.vn,0923968814
L000476,2025-04-08 17:03:00,C0076,Tech Advanced Vietnam,Electronics,Long An,Organic Search,MC006,P022,Distributor Inquiry,250-999,3,95,0,0,No Budget,30,E102,Disqualified,Outside Scope,37400000.0,tech88@company.vn,0956103417
L000477,2025-04-15 08:08:00,C0104,Green Manufacturing Co Ltd,Electronics,Binh Duong,Organic Search,MC006,P001,Stock Check,10-49,4,79,0,0,Unknown,30,E101,Disqualified,No Budget,11330000.0,green89@company.vn,0925774030
L000478,2025-04-17 15:47:00,,Med Asia Vietnam,Industrial Manufacturing,Ho Chi Minh City,SEO,MC006,P010,Distributor Inquiry,10-49,2,100,1,0,Under Review,30,E103,Qualified,Lead Time,11860000.0,med90@company.vn,0954677993
L000479,2025-05-01 10:01:00,C0127,Health Manufacturing Vietnam,Electronic,Ha Noi,Organic Search,MC006,P013,Stock Check,10-49,1,89,0,0,Approved,180,E101,Disqualified,No Budget,13500000.0,,
L000480,2025-05-14 11:50:00,,Nova Pharma Co Ltd,Medical Device,Ho Chi Minh City,Organic Search,MC006,P002,Price Request,50-249,1,63,1,1,Approved,30,E101,Quoted,No Budget,12540000.0,nova92@company.vn,0975838308
L000481,2025-05-20 08:25:00,C0002,Scientific Advanced Vietnam,F&B,Ha Noi,Organic Search,MC006,P007,Distributor Inquiry,1000+,7,94,1,0,Under Review,30,E103,Quoted,Competitor,11830000.0,scientific93@company.vn,0910678759
L000482,2025-06-26 14:01:00,C0158,Nova Solutions Factory,Pharmaceutical,Ho Chi Minh City,Organic Search,MC006,P009,Distributor Inquiry,50-249,4,87,0,0,Approved,60,E102,Won,,4630000.0,nova94@company.vn,
L000483,2025-07-10 11:59:00,C0103,Vietnam Health Vietnam,Industrial Manufacturing,Dong Nai,Organic Search,MC006,P002,Price Request,1000+,3,78,0,0,Unknown,14,E103,Qualified,Price,30740000.0,vietnam95@company.vn,0953654992
L000484,2025-07-10 14:17:00,C0170,Scientific Asia JSC,Medical Device,Dong Nai,Organic search,MC006,P016,Distributor Inquiry,10-49,5,80,1,1,Under Review,30,E101,Disqualified,No Budget,8870000.0,scientific96@company.vn,0991565260
L000485,2025-07-21 15:06:00,C0004,Vietnam Tech Vietnam,Industrial Manufacturing,Hanoi,Organic Search,MC006,P004,Technical Inquiry,250-999,6,66,0,0,Under Review,90,E101,Qualified,Lead Time,27080000.0,vietnam0@company.vn,0985866959
L000486,2025-08-05 09:11:00,C9053,Clean Scientific Factory,Electronics,Dong Nai,Organic Search,MC006,P001,Price Request,250-999,5,78,0,0,Unknown,30,E103,Disqualified,No Budget,5670000.0,clean1@company.vn,
L000487,2025-08-06 16:39:00,C0005,Med Asia Vietnam,Industrial Manufacturing,Ho Chi Minh City,Organic Search,MC006,P003,Stock Check,10-49,8,68,1,0,Approved,7,E102,Won,,15640000.0,med2@company.vn,0920370683
L000488,2025-08-11 16:46:00,C0145,Bio Health Vietnam,Cleanroom Contractor,Dong Nai,Organic Search,MC006,P001,Technical Inquiry,1000+,2,86,0,0,Unknown,60,E103,Quoted,Price,62640000.0,bio3@company.vn,0992974114
L000489,2025-08-18 15:46:00,C0037,Precision Clean Factory,Pharmaceutical,dong nai,SEO,MC006,P001,Price Request,50-249,1,95,1,0,Under Review,30,E102,Qualified,No Response,22750000.0,precision4@company.vn,0910726953
L000490,2025-09-12 11:49:00,C0016,Lab Advanced Co Ltd,Food and Beverage,Dong Nai,Organic Search,MC006,P006,Sample Request,50-249,7,81,1,1,Unknown,90,E103,Quoted,No Response,13880000.0,lab5@company.vn,0981655655
L000491,2025-09-16 15:50:00,C0033,Precision Clean Co Ltd,Pharmaceutical,Ha Noi,Organic Search,MC006,P006,Product Recommendation,50-249,4,76,0,0,Under Review,30,E103,Won,,21260000.0,,0995743714
L000492,2025-09-21 14:54:00,C0005,Med Asia Vietnam,Industrial Manufacturing,Ho Chi Minh,Organic Search,MC006,P001,Technical Inquiry,10-49,7,85,1,0,Approved,60,E103,Quoted,Specification,30980000.0,med7@company.vn,0922988355
L000493,2025-10-03 15:37:00,C0045,Manufacturing Solutions Vietnam,Cleanroom Contractor,Long An,Organic Search,MC006,P009,Sample Request,250-999,3,74,0,0,Under Review,14,E103,Won,,10570000.0,manufacturing8@company.vn,0960171455
L000494,2025-10-13 16:19:00,C0133,Advanced Bio Co Ltd,Medical Device,Da Nang,Organic Search,MC006,P001,Stock Check,50-249,1,86,0,0,Unknown,14,E103,Quoted,Price,33810000.0,advanced9@company.vn,0964961677
L000495,2025-10-21 17:01:00,C0031,Electronics Vietnam Vietnam,Laboratory,BacNinh,Organic Search,MC006,P009,Stock Check,50-249,6,93,1,1,Approved,30,E103,Won,,7600000.0,electronics10@company.vn,0954459352
L000496,2025-10-31 16:13:00,C0061,Med Tech Factory,Food & Beverage,Binh Duong,organic,MC006,P004,Price Request,250-999,6,68,1,0,Approved,14,E102,Qualified,Lead Time,19360000.0,,0948404406
L000497,2025-11-03 08:10:00,C0003,Vietnam Green Vietnam,Medical Device,Ho Chi Minh City,Organic Search,MC006,P001,Technical Inquiry,10-49,4,86,0,0,Approved,60,E101,Qualified,Lead Time,8230000.0,vietnam12@company.vn,0928937577
L000498,2025-11-05 10:34:00,C0029,Precision Asia Vietnam,Cleanroom Contractor,Ho Chi Minh City,Organic Search,MC006,P024,Distributor Inquiry,10-49,4,63,0,0,Unknown,30,E102,Disqualified,Student/Research,148100000.0,precision13@company.vn,0932706812
L000499,2025-11-25 09:23:00,C0076,Tech Advanced Vietnam,Electronics,Long An,Organic Search,MC006,P001,Distributor Inquiry,250-999,7,90,0,0,Unknown,30,E102,Qualified,Specification,21940000.0,tech14@company.vn,
L000500,2025-12-02 11:15:00,C0068,Manufacturing Advanced Vietnam,Pharmaceutical,Ho Chi Minh City,Organic Search,MC006,P004,Stock Check,10-49,5,83,1,1,Unknown,90,E101,Won,,13140000.0,manufacturing15@company.vn,0920904137
L000501,2025-12-10 14:43:00,C0127,Health Manufacturing Vietnam,Electronics,Ha Noi,Organic Search,MC006,P018,Sample Request,10-49,4,79,1,0,Under Review,30,E102,Won,,4650000.0,,0984881977
L000502,2025-12-11 09:48:00,C0057,Bio Clean Co Ltd,Pharmaceutical,Binh Duong,Organic Search,MC006,P022,Sample Request,50-249,5,63,1,0,Unknown,14,E103,Disqualified,Not ICP,96500000.0,bio17@company.vn,0940568263
L000503,2025-12-12 13:42:00,C0002, Scientific Advanced Vietnam  ,Food & Beverage,Ha Noi,Organic Search,MC006,P021,Distributor Inquiry,1000+,3,64,1,0,Unknown,30,E101,Won,,7170000.0,scientific18@company.vn,0975020867
L000504,2026-01-09 17:10:00,C0111,Solutions Precision Vietnam,Industrial Manufacturing,Bac Ninh,Organic Search,MC006,P001,Distributor Inquiry,250-999,6,78,0,0,Under Review,30,E102,Quoted,Competitor,15330000.0,solutions19@company.vn,0911515341
L000505,2026-01-12 11:07:00,,Lab Lab JSC,Cleanroom Contractor,Can Tho,Organic Search,MC006,P002,Technical Inquiry,250-999,1,100,1,0,Unknown,60,E103,Won,,5920000.0,lab20@company.vn,0973242710
L000506,2026-02-13 11:10:00,C0100,Nova Bio JSC,Cleanroom Contractor,Dong Nai,SEO,MC006,P010,Distributor Inquiry,1000+,6,77,1,0,Under Review,60,E101,Won,,26500000.0,nova21@company.vn,0998000024
L000507,2026-02-24 09:44:00,C0052,Advanced Manufacturing Factory,Pharmaceutical,Long An,Organic Search,MC006,P001,Stock Check,1000+,2,88,1,0,Under Review,30,E101,Quoted,Competitor,8640000.0,advanced22@company.vn,0923181541
L000508,2026-03-05 13:37:00,C0021,Solutions Clean Factory,Pharma,Ho Chi Minh City,Organic Search,MC006,P005,Sample Request,10-49,4,66,1,0,Unknown,90,E102,Qualified,Competitor,27490000.0,solutions23@company.vn,0972290428
L000509,2026/03/17 15:41,C0101,Precision Nova JSC,Pharmaceutical,Long An,Organic Search,MC006,P005,Sample Request,10-49,2,76,0,0,Approved,60,E101,Disqualified,No Budget,31630000.0,precision24@company.vn,0985851909
L000510,2026-03-18 10:34:00,C0004,Vietnam Tech Vietnam,Industrial Manufacturing,Ha Noi,SEO,MC006,P006,Sample Request,250-999,3,49,0,0,Under Review,60,E101,Qualified,Specification,34200000.0,vietnam25@company.vn,0931595596
L000511,2026-04-27 13:51:00,C0009,Tech Tech Factory,Pharmaceutical,Dong Nai,Organic Search,MC006,P001,Technical Inquiry,50-249,5,78,1,0,No Budget,180,E102,Won,,23240000.0,tech26@company.vn,0928670765
L000512,2026-04-30 10:35:00,C0054,Clean Scientific Factory,Electronics,Dong Nai,Organic Search,MC006,P025,Distributor Inquiry,250-999,6,44,1,0,Under Review,30,E102,Qualified,Project Delayed,259180000.0,clean27@company.vn,0924384622
L000513,2026-05-14 09:06:00,C0088,Health Scientific Vietnam,Cleanroom Contractor,Ho Chi Minh City,organic,MC006,P007,Technical Inquiry,250-999,7,96,0,0,Approved,180,E101,Won,,8300000.0,health28@company.vn,0929358931
L000514,2026-05-18 14:57:00,C0072,Med Vietnam Factory,Electronics,Binh Duong,Organic Search,MC006,P026,Price Request,10-49,1,95,1,0,Approved,14,E101,Quoted,Lead Time,226760000.0,med29@company.vn,0956888173
L000515,2026-05-20 09:30:00,C0089,Med Tech Vietnam,Laboratory,Binh Duong,Organic Search,MC006,P007,Price Request,50-249,4,79,0,0,Under Review,90,E102,Disqualified,Not ICP,1960000.0,med30@company.vn,0957612892
L000516,2026-05-21 10:02:00,C0052,Advanced Manufacturing Factory,Pharmaceutical,Long An,Organic Search,MC006,P003,Sample Request,1000+,4,55,0,0,Approved,60,E102,Disqualified,Outside Scope,23390000.0,,0913697814
L000517,2026-05-22 08:49:00,C0003,Vietnam Green Vietnam,Medical Device,Ho Chi Minh City,Organic Search,MC006,P001,Distributor Inquiry,10-49,2,93,0,0,Approved,30,E102,Disqualified,Outside Scope,12900000.0,vietnam32@company.vn,0980957713
L000518,2026-05-26 17:35:00,C0032,Bio Industrial Vietnam,Industrial Manufacturing,Ho Chi Minh City,Organic Search,MC006,P001,Distributor Inquiry,50-249,3,82,1,0,Approved,7,E101,Qualified,No Budget,26330000.0,bio33@company.vn,0944087979
L000519,2026-06-04 09:56:00,C0015,Lab Green Co Ltd,Trading Company,Ha Noi,SEO,MC006,P019,Product Recommendation,50-249,2,86,0,0,Under Review,30,E102,Disqualified,No Budget,15050000.0,lab34@company.vn,0979130142
L000520,2026-06-06 10:17:00,C0067,Advanced Manufacturing Vietnam,Food & Beverage,Ha Noi,Organic Search,MC006,P002,Stock Check,50-249,2,88,1,1,Approved,30,E102,Won,,22820000.0,advanced35@company.vn,0989792493
L000521,2026-06-09 08:44:00,C0062,Clean Pharma Co Ltd,Trading Company,TP.HCM,Organic Search,MC006,P004,Price Request,10-49,3,66,1,0,Approved,90,E103,Quoted,Price,18970000.0,,0987235419
L000522,2026-06-18 14:59:00,C0004,Vietnam Tech Vietnam,Industrial Manufacturing,Ha Noi,Organic search,MC006,P005,Product Recommendation,250-999,5,67,0,0,Approved,30,E102,Qualified,Specification,32680000.0,vietnam37@company.vn,0997296747
L000523,2026-06-26 15:22:00,C0008,Clean Electronics Vietnam,Pharmaceutical,Binh Duong,Organic Search,MC006,P002,Distributor Inquiry,50-249,5,72,0,0,No Budget,60,E101,Quoted,Competitor,9110000.0,,
L000524,2026-07-06 11:25:00,C0001,Green Asia Vietnam,Food & Beverage,Ho Chi Minh City,Organic search,MC006,P018,Product Recommendation,50-249,6,64,0,0,Under Review,90,E101,Qualified,Lead Time,12040000.0,green39@company.vn,0961119224
L000525,2026-07-15 14:02:00,C0014,Clean Health Vietnam,Pharmaceutical,Bac Ninh,Organic Search,MC006,P001,Distributor Inquiry,50-249,2,78,0,0,Unknown,180,E102,Disqualified,No Response,8740000.0,clean40@company.vn,0947238472
L000526,2026-07-16 13:31:00,C0084,Nova Vietnam JSC,Electronics,Dong Nai,Organic Search,MC006,P005,Distributor Inquiry,250-999,2,63,0,0,Unknown,30,E102,Quoted,Specification,11810000.0,nova41@company.vn,0990269434
L000527,2026-07-17 17:51:00,C0066,Lab Green Factory,Trading Company,Binh Duong,Organic Search,MC006,P024,Stock Check,250-999,5,80,0,1,Approved,60,E103,Won,,93390000.0,lab42@company.vn,0993039310
L000528,2026-07-17 15:36:00,C0034,Green Lab Co Ltd,Medical Device,Da Nang,Organic Search,MC006,P001,Stock Check,50-249,7,75,0,0,Approved,14,E101,Won,,17620000.0,green43@company.vn,0946254685
L000529,2026-07-17 17:02:00,C0044,Scientific Industrial Factory,Pharmaceutical,Binh Duong,Organic Search,MC006,P004,Sample Request,10-49,3,69,0,0,Approved,180,E102,Disqualified,Student/Research,13300000.0,scientific44@company.vn,0965974624
L000530,2026-07-22 14:49:00,C0022,Bio Green Factory,Electronics,Ha Noi,Organic Search,MC006,P001,Product Recommendation,50-249,6,67,1,0,No Budget,30,E101,Disqualified,No Budget,3510000.0,bio45@company.vn,
L000531,2026-08-03 15:20:00,C0098,Nova Asia JSC,Pharmaceutical,Ho Chi Minh City,organic,MC006,P003,Price Request,250-999,4,57,0,0,Under Review,60,E102,Disqualified,No Response,16830000.0,nova46@company.vn,0946376717
L000532,2026-08-04 16:18:00,C0001,Green Asia Vietnam,Food & Beverage,Ho Chi Minh City,Organic Search,MC006,P018,Price Request,50-249,7,91,1,0,Approved,60,E101,Disqualified,Not ICP,1930000.0,green47@company.vn,0948788856
L000533,2026-08-04 09:12:00,C0022,Bio Green Factory,Electronics,Ha Noi,SEO,MC006,P002,Stock Check,50-249,4,75,0,0,Under Review,90,E102,Qualified,Competitor,16780000.0,bio48@company.vn,0976948464
L000534,2026-08-06 15:40:00,C0013,Green Bio Vietnam,Trading Company,Binh Duong,Organic search,MC006,P025,Product Recommendation,1000+,4,66,1,0,Approved,90,E102,Qualified,Specification,153330000.0,green49@company.vn,0948350145
L000535,2026-08-07 13:05:00,C0089,Med Tech Vietnam,Laboratory,Binh Duong,Organic Search,MC006,P003,Product Recommendation,50-249,1,82,1,0,Unknown,30,E101,Qualified,Price,15370000.0,med50@company.vn,0965384963
L000536,2026-08-08 08:24:00,C0147,Health Electronics Co Ltd,Laboratory,Ha Noi,Organic Search,MC006,P002,Price Request,250-999,4,88,1,1,Approved,60,E103,Quoted,No Budget,23510000.0,health51@company.vn,0964970444
L000537,2026-08-19 12:59:00,C0028,Med Bio JSC,electronics,Binh Duong,organic,MC006,P004,Stock Check,10-49,2,95,0,1,Approved,14,E103,Quoted,Lead Time,5510000.0,med52@company.vn,0978373717
L000538,2025-01-07 17:06:00,C0002,Scientific Advanced Vietnam,Food and Beverage,Ha Noi,FB Ads,MC007,P028,Technical Inquiry,1000+,4,87,0,0,Approved,7,E101,Disqualified,Student/Research,506450000.0,scientific53@company.vn,0913316220
L000539,2025-01-27 17:51:00,C0011,Asia Vietnam JSC,Pharmaceutical,Ho Chi Minh City,Facebook Ads,MC007,P002,Stock Check,250-999,7,81,0,0,No Budget,14,E101,Quoted,No Budget,7270000.0,asia54@company.vn,0962576260
L000540,2025-01-29 09:25:00,C0146,Nova Green Co Ltd,Industrial Manufacturing,Dong Nai,Facebook Ads,MC007,P001,Technical Inquiry,10-49,4,78,0,0,Under Review,60,E101,Quoted,Price,18900000.0,nova55@company.vn,0910268807
L000541,2025-02-21 08:40:00,C0002,Scientific Advanced Vietnam,Food & Beverage,HA NOI,Facebook,MC007,P001,Technical Inquiry,1000+,1,82,0,0,Under Review,14,E102,Disqualified,Outside Scope,30140000.0,scientific56@company.vn,0975272392
